Geometry X Y;Geometry;INSEE;CHOM75;CHOM82;CHOM90;CHOM99;CHOM2006;CHOM2007;CHOM2008;Chom2009;TxChom2009
49.0263271136, 2.22147479776;"{""type"": ""Polygon"", ""coordinates"": [[[2.234706593432588, 49.049368473770684], [2.252793054394644, 49.041406588124445], [2.252870905060998, 49.035831144438355], [2.244564053718666, 49.03829776816034], [2.240051669971506, 49.02357292412295], [2.227549494906278, 49.01299520982956], [2.217074537352312, 49.00284091930586], [2.214954277303246, 49.00351314122447], [2.201491852910633, 49.0080933366507], [2.205781102724677, 49.01960005402375], [2.1828743835902, 49.025398869565215], [2.198238923697866, 49.03235189981129], [2.217293091450025, 49.03123126734822], [2.224712971509229, 49.03402651323335], [2.23112231104729, 49.042863474753844], [2.223579264122691, 49.045338272314346], [2.231007180563424, 49.05192805185826], [2.234706593432588, 49.049368473770684]]]}";95607;237.0;676.0;841.0;1190.0;1210;1239.71;1179.65;1240.62;9.238558
49.0374749871, 1.62418383993;"{""type"": ""Polygon"", ""coordinates"": [[[1.643121484363422, 49.03753781609367], [1.6184473370568, 49.028914164989565], [1.616685149858225, 49.0278329129494], [1.611170234631854, 49.02620630878073], [1.616455015607289, 49.0436593672426], [1.628378556016232, 49.04787956665762], [1.63721726856253, 49.03815839416322], [1.643121484363422, 49.03753781609367]]]}";78391;4.0;13.0;15.0;13.0;24;24.23;25.19;25.13;11.312217
49.0288129902, 2.57205014527;"{""type"": ""Polygon"", ""coordinates"": [[[2.601178655551415, 49.03496389569156], [2.577019895116785, 49.02275084237769], [2.574205082170806, 49.01460921816531], [2.56574437777578, 49.012108430578735], [2.553417565301906, 49.01001006875206], [2.549269135768785, 49.014927897330494], [2.538281584431044, 49.01269951933204], [2.535059565468208, 49.02405404232297], [2.545677948475363, 49.022488443861846], [2.564682341458354, 49.027919895737945], [2.569645677113503, 49.039384745789384], [2.577272744239052, 49.046689156423575], [2.58736016090589, 49.04768937652159], [2.59449921864292, 49.04718234212475], [2.600672714152473, 49.04783377375835], [2.601178655551415, 49.03496389569156]]]}";77282;3.0;11.0;13.0;8.0;14;13.2;9.49;10.23;6.547617
49.0352522142, 2.8433309214;"{""type"": ""Polygon"", ""coordinates"": [[[2.854220545651831, 49.030556689748344], [2.855702721988764, 49.02974061625265], [2.843296202493971, 49.0281774284529], [2.837957340608096, 49.019531704291765], [2.825121986966486, 49.0268624673552], [2.836663782941137, 49.04041001575141], [2.833864307654152, 49.04497263344834], [2.862600050755776, 49.04693070196349], [2.861486587440942, 49.04126124196665], [2.85450692820039, 49.03833431478373], [2.854220545651831, 49.030556689748344]]]}";77205;0.0;3.0;4.0;9.0;7;6.89;7.0;7.04;8.641975
49.0285736356, 2.63667747149;"{""type"": ""Polygon"", ""coordinates"": [[[2.658607326466537, 49.03664241637716], [2.659464747127289, 49.02967954319639], [2.651413693695754, 49.0195490362371], [2.627264708468455, 49.012175802861336], [2.630183584395574, 49.01565757466914], [2.622608477102346, 49.015523867058455], [2.61063774195935, 49.0314614389658], [2.642923502030024, 49.04405055199264], [2.658607326466537, 49.03664241637716]]]}";77511;8.0;6.0;18.0;24.0;33;34.0;34.28;34.39;8.877536
49.0241272024, 2.46529244376;"{""type"": ""Polygon"", ""coordinates"": [[[2.473916047929932, 49.04179619961316], [2.485454509722753, 49.02586462102173], [2.49850844776677, 49.024183304363135], [2.490616095867498, 49.01023734876343], [2.478698935859274, 49.01145773974596], [2.469531048187938, 49.008303250889256], [2.443020668378742, 49.01263838828179], [2.436322715689996, 49.03351661025345], [2.459629338135926, 49.03951921015226], [2.461717564218114, 49.043123059776796], [2.473916047929932, 49.04179619961316]]]}";95280;586.0;1159.0;1254.0;2298.0;2314;2302.62;2348.5;2334.58;16.016176
49.0254664876, 1.91795546136;"{""type"": ""Polygon"", ""coordinates"": [[[1.937935503125912, 49.02165111546835], [1.920880977517453, 49.015529210403884], [1.913817641133249, 49.016528517270714], [1.907182288467046, 49.012286132587825], [1.905000569090344, 49.02575828866095], [1.912469137801469, 49.041487809623554], [1.937935503125912, 49.02165111546835]]]}";78609;7.0;17.0;23.0;39.0;43;42.56;42.73;34.0;6.98152
49.0198059233, 2.24698328163;"{""type"": ""Polygon"", ""coordinates"": [[[2.258335362008695, 49.03996268263124], [2.255733603860162, 49.024978960541794], [2.262250524578722, 49.01976758925109], [2.256022735617636, 49.01539289455247], [2.252231400764361, 49.00185607008534], [2.250702430024762, 49.00078479419242], [2.227549494906278, 49.01299520982956], [2.240051669971506, 49.02357292412295], [2.244564053718666, 49.03829776816034], [2.252870905060998, 49.035831144438355], [2.252793054394644, 49.041406588124445], [2.258335362008695, 49.03996268263124]]]}";95563;136.0;361.0;426.0;605.0;520;534.47;590.55;582.41;7.869684
49.0218190504, 2.70612041178;"{""type"": ""Polygon"", ""coordinates"": [[[2.721687920167819, 49.0346311618807], [2.730228980257786, 49.03371182638859], [2.730959811926484, 49.02585852271354], [2.712852942961452, 49.00766391578322], [2.683369633307817, 49.01196568335129], [2.679059333033076, 49.01338154100155], [2.682851815526174, 49.02396372523413], [2.686557938662403, 49.02789133457402], [2.69937896566166, 49.02885864943757], [2.708214435285987, 49.0362854027686], [2.721687920167819, 49.0346311618807]]]}";77241;6.0;21.0;35.0;40.0;55;58.32;76.09;81.04;8.001927
49.0202833293, 2.10128943863;"{""type"": ""Polygon"", ""coordinates"": [[[2.116247855453773, 49.02311370440979], [2.121246066223367, 49.018321073578704], [2.110201371802296, 49.00872243307129], [2.084854486943671, 49.01459570706573], [2.079364151770529, 49.01613025243726], [2.08079879526393, 49.01895720987217], [2.090890588309063, 49.024231126352845], [2.095823729253433, 49.0361570647226], [2.116247855453773, 49.02311370440979]]]}";95218;64.0;454.0;568.0;779.0;809;772.59;836.57;824.9;9.434062
49.0166485754, 2.34150115792;"{""type"": ""Polygon"", ""coordinates"": [[[2.36386993181618, 49.021820990096344], [2.363513517295018, 49.020148421143034], [2.349729049705734, 49.012803724670185], [2.345271050722275, 49.00570885672346], [2.321950054344673, 49.01022257437525], [2.321963627671928, 49.01054631486603], [2.324066367542244, 49.02030370284539], [2.354710371210627, 49.026750816573745], [2.36386993181618, 49.021820990096344]]]}";95489;11.0;15.0;19.0;20.0;38;39.0;39.94;39.65;10.48789
48.9924093905, 1.81085092401;"{""type"": ""Polygon"", ""coordinates"": [[[1.820592091878139, 49.01193728510291], [1.8185126105673, 49.00684686321114], [1.826142549445364, 49.00265447562086], [1.828254219560166, 48.98867984385027], [1.82034894018212, 48.97886009359406], [1.828043958420708, 48.981205768436894], [1.828164826608374, 48.97816287584194], [1.818035201952689, 48.97540532084033], [1.806635879794536, 48.97084757332434], [1.792589925699771, 48.969927262422246], [1.795493420267242, 48.98048980075485], [1.801645005739795, 48.982704040051445], [1.798395977682388, 49.00357065904681], [1.798784059331985, 49.0171966533454], [1.820592091878139, 49.01193728510291]]]}";78267;53.0;146.0;199.0;308.0;259;259.24;257.36;322.39;9.878442
49.003323112, 1.87039050358;"{""type"": ""Polygon"", ""coordinates"": [[[1.858729557835755, 49.01389255542127], [1.864389224593149, 49.01433711098934], [1.879630087593265, 49.01279089662254], [1.887717974378507, 48.99831734654692], [1.88058522687565, 48.9936847519452], [1.875337944900797, 48.99216188725205], [1.864593251707517, 48.98965397739225], [1.852128492127187, 49.016445762570946], [1.858729557835755, 49.01389255542127]]]}";78403;14.0;41.0;47.0;68.0;56;56.48;57.0;56.91;6.135607
49.0033284469, 2.73971629457;"{""type"": ""Polygon"", ""coordinates"": [[[2.754775991460455, 49.01059399268721], [2.754672941860826, 48.998364015091774], [2.753459722378989, 48.992235280907515], [2.746475790958014, 48.98883421584269], [2.726747656145883, 48.998003993510764], [2.721333024693238, 49.00827421777294], [2.728271926088665, 49.01623636720783], [2.754775991460455, 49.01059399268721]]]}";77525;2.0;7.0;5.0;16.0;19;19.26;19.35;22.09;11.442783
48.9976503586, 3.012654341;"{""type"": ""Polygon"", ""coordinates"": [[[3.035380402441768, 49.0064651895659], [3.031314629120292, 49.00409774199854], [3.036065941307462, 48.994976760158806], [3.000016830009288, 48.98298757568563], [2.988793272068714, 48.98357362526191], [2.985640516349886, 48.99219792260407], [2.995913472516873, 48.99499907716894], [3.013734425824503, 49.01399651377934], [3.023218613926512, 49.01369725707751], [3.035380402441768, 49.0064651895659]]]}";77231;7.0;13.0;16.0;27.0;25;26.0;26.81;27.02;6.667316
48.978917538, 2.00803524808;"{""type"": ""Polygon"", ""coordinates"": [[[2.007102958405607, 49.008471894047275], [2.013136793514595, 49.00137577569009], [2.023697057000712, 48.997870969416205], [2.024941167026068, 48.99563515001259], [2.020264018393439, 48.993994603940855], [2.026474053527747, 48.984362300639354], [2.022309077928223, 48.977525360709386], [2.028557761885889, 48.95908007242518], [2.009008512859117, 48.94771269008666], [2.01173275299215, 48.94244166555903], [2.003385438173923, 48.941302506814864], [2.002398166301243, 48.954105450051806], [1.99591842536952, 48.967080992537234], [1.998611786965832, 48.97270952522037], [1.99297644356927, 48.98361904108044], [1.982543240573583, 48.992409198077965], [1.997237413959489, 49.007849523370496], [2.004508328049102, 49.01011008256607], [2.007102958405607, 49.008471894047275]]]}";78624;70.0;258.0;313.0;445.0;440;413.96;410.32;399.09;6.751517
49.0014339857, 2.28883893912;"{""type"": ""Polygon"", ""coordinates"": [[[2.290055866447974, 48.99686876584429], [2.280952261203693, 48.9982315923661], [2.283079141406623, 49.00301675225839], [2.291523169679393, 49.00638368440773], [2.297212001288886, 49.003427173307806], [2.290055866447974, 48.99686876584429]]]}";95369;21.0;44.0;65.0;79.0;77;77.97;79.0;78.52;5.589163
48.9965541254, 2.79019054336;"{""type"": ""Polygon"", ""coordinates"": [[[2.806563321521585, 48.993531336468685], [2.79602261955341, 48.990129837150285], [2.792821490177097, 48.992723614114176], [2.781028473220706, 48.99126820649606], [2.780930878751497, 48.9956301504508], [2.777734600795453, 48.99889795211095], [2.785276526820299, 49.0046600776363], [2.806563321521585, 48.993531336468685]]]}";77233;5.0;9.0;9.0;8.0;21;21.64;21.47;22.32;6.727826
48.9881549565, 2.22391584132;"{""type"": ""Polygon"", ""coordinates"": [[[2.217074537352312, 49.00284091930586], [2.243812499355356, 48.99421470241496], [2.242698275814037, 48.983656299440646], [2.236207274652321, 48.98415437969802], [2.23650154535706, 48.973776995978376], [2.229031892772852, 48.972583168860616], [2.203442410481285, 48.98427380520172], [2.204452989796293, 48.989580704939115], [2.213154694289564, 49.00164072029654], [2.214954277303246, 49.00351314122447], [2.217074537352312, 49.00284091930586]]]}";95252;375.0;1288.0;1322.0;1723.0;1765;1697.79;1670.94;1699.76;9.936712
48.9883671786, 2.30055486732;"{""type"": ""Polygon"", ""coordinates"": [[[2.307055428136421, 48.97732418919465], [2.304144165288936, 48.979427702956954], [2.29769923822316, 48.974983268173894], [2.29168688266158, 48.976770619299316], [2.284368769957447, 48.98559839086031], [2.292940350676881, 48.995970630212085], [2.311140961489381, 49.00209121628704], [2.316664172455468, 48.99899881175379], [2.31098185577738, 48.992702747255954], [2.313921304499291, 48.989807704260066], [2.307132214006446, 48.98594826010327], [2.312435022321124, 48.98336858672926], [2.307055428136421, 48.97732418919465]]]}";95598;276.0;471.0;630.0;856.0;800;741.12;743.82;673.62;7.970712
48.9771129623, 3.18095998454;"{""type"": ""Polygon"", ""coordinates"": [[[3.195021757095909, 48.98922736936057], [3.196366069807699, 48.97532258669632], [3.185345356346704, 48.95559263117471], [3.184235047675343, 48.95534905512237], [3.178153343543159, 48.95909922685492], [3.175158845982494, 48.97020997328477], [3.16066125789837, 48.9674914719199], [3.166496557498506, 48.98563371082337], [3.174189409179196, 48.99047898623545], [3.188717692868161, 48.99534499008221], [3.195021757095909, 48.98922736936057]]]}";77265;9.0;20.0;33.0;46.0;58;60.35;61.33;47.01;8.828158
48.9762971661, 2.03169918702;"{""type"": ""Polygon"", ""coordinates"": [[[2.035193428005589, 48.96155281444456], [2.036356459568988, 48.95893896069338], [2.028557761885889, 48.95908007242518], [2.022309077928223, 48.977525360709386], [2.026474053527747, 48.984362300639354], [2.020264018393439, 48.993994603940855], [2.024941167026068, 48.99563515001259], [2.034141581524941, 48.9839781660637], [2.046934457384452, 48.98329187152283], [2.042448002400508, 48.97997776342422], [2.042356944743517, 48.977817364556806], [2.03876854874656, 48.966607168842785], [2.03352892406293, 48.96574806598109], [2.035193428005589, 48.96155281444456]]]}";78138;81.0;569.0;642.0;748.0;816;828.87;711.68;721.8;16.349989
48.9745477257, 1.71257049459;"{""type"": ""Polygon"", ""coordinates"": [[[1.72737448873285, 48.984697603054954], [1.733848171193061, 48.97707885160153], [1.73074898304467, 48.96685539295789], [1.723493332491482, 48.962661931648654], [1.719051954111614, 48.96177469296115], [1.702530307394057, 48.96359976383751], [1.694245065349125, 48.96530715157191], [1.700102139549777, 48.97932410038027], [1.685902576711762, 48.97861466134848], [1.702051666981927, 48.989254260951355], [1.718822534410505, 48.982376486479325], [1.72737448873285, 48.984697603054954]]]}";78362;300.0;505.0;811.0;1081.0;1221;1282.69;1279.07;1347.88;14.756418
48.962035104, 1.84950737209;"{""type"": ""Polygon"", ""coordinates"": [[[1.869803121769569, 48.947210764748526], [1.864063203010596, 48.94349107635306], [1.858014666418232, 48.94637961358559], [1.852014733467853, 48.93443868042968], [1.849696271284576, 48.93562488387091], [1.843910340910605, 48.93819904062137], [1.840439656010701, 48.950819112451526], [1.834378022787424, 48.952078626747856], [1.840579779995714, 48.95865257733874], [1.837662441815918, 48.97786401792383], [1.828164826608374, 48.97816287584194], [1.828043958420708, 48.981205768436894], [1.854665976068516, 48.987508220754876], [1.86360722771391, 48.95265298879919], [1.869803121769569, 48.947210764748526]]]}";78029;192.0;373.0;440.0;633.0;609;584.31;606.82;622.04;9.820138
48.9408741644, 2.09899611688;"{""type"": ""Polygon"", ""coordinates"": [[[2.173094351744837, 48.964135564044874], [2.146552458257181, 48.965389446742634], [2.1408190008005, 48.957726903651555], [2.134593138573896, 48.95741030806378], [2.128397884390342, 48.94332546247703], [2.120670026039665, 48.94037046711419], [2.123841090638163, 48.93308326138816], [2.108647120538314, 48.921714010745596], [2.104277576927283, 48.907739372533996], [2.100598160445661, 48.893126384569456], [2.088658268114906, 48.88305753379115], [2.084513585811266, 48.884322040559994], [2.075558745845033, 48.88733551458813], [2.054430247969069, 48.89784278460456], [2.053913952594022, 48.90706815032605], [2.039762653112704, 48.91692433764263], [2.042595421752356, 48.92243528500648], [2.055461721499204, 48.92523748869571], [2.063833287106011, 48.93409774604415], [2.062133674460274, 48.940307715058914], [2.070440810555506, 48.9466043689643], [2.076454481246594, 48.95320096854665], [2.073772146739346, 48.964633691309075], [2.089564824980309, 48.97477685083318], [2.08462160527488, 48.98513476555808], [2.109409848189657, 48.98161658177538], [2.122610879001025, 48.98726254883331], [2.143960636305047, 48.98563685407913], [2.167659593552877, 48.975845240042766], [2.173094351744837, 48.964135564044874]]]}";78551;495.0;1022.0;1144.0;1345.0;1670;1539.85;1617.76;1603.31;7.934106
48.9670449735, 2.70080457564;"{""type"": ""Polygon"", ""coordinates"": [[[2.734277338836491, 48.97571166332718], [2.724267997555306, 48.96051205964574], [2.698385474944736, 48.9526471568182], [2.678679385081875, 48.95232108057681], [2.674586346104147, 48.956829683619894], [2.678084518590018, 48.969076586799034], [2.672206885301752, 48.976549067683926], [2.673920505786371, 48.97742533060464], [2.696553681572021, 48.980629792458586], [2.69668628941051, 48.97819230400505], [2.731579527341685, 48.978319957492324], [2.734277338836491, 48.97571166332718]]]}";77292;11.0;20.0;17.0;27.0;16;16.64;17.0;16.77;2.814569
48.9657443414, 2.43493507508;"{""type"": ""Polygon"", ""coordinates"": [[[2.455857973758524, 48.955701419823086], [2.447582955117285, 48.955781661975756], [2.418826232381027, 48.95783133627939], [2.416592543474158, 48.968954881917796], [2.424470329996455, 48.97471350765927], [2.432431175068091, 48.98008483411168], [2.440717972238141, 48.977154968314736], [2.444819138929968, 48.97214219351255], [2.447617983231408, 48.96536794776336], [2.457738546639837, 48.959719230931235], [2.455857973758524, 48.955701419823086]]]}";95088;12.0;20.0;25.0;53.0;57;55.09;61.47;61.74;15.85678
48.9565609764, 3.16293541954;"{""type"": ""Polygon"", ""coordinates"": [[[3.184235047675343, 48.95534905512237], [3.183659168048944, 48.9448041640568], [3.168777747443488, 48.95054327748906], [3.166658422749236, 48.94710525870849], [3.150416584863089, 48.94498271664339], [3.151962545919331, 48.9509971988491], [3.136072093040444, 48.95208070530002], [3.140633791590393, 48.958883597964494], [3.16066125789837, 48.9674914719199], [3.175158845982494, 48.97020997328477], [3.178153343543159, 48.95909922685492], [3.184235047675343, 48.95534905512237]]]}";77388;6.0;13.0;19.0;44.0;29;29.12;22.82;22.91;5.271181
48.961200905, 1.64797623491;"{""type"": ""Polygon"", ""coordinates"": [[[1.665878149865517, 48.9702163279645], [1.66475418206234, 48.96344693097137], [1.648586496551029, 48.951389944538796], [1.630832106697194, 48.95161443142956], [1.638234435337413, 48.955392043240884], [1.631523313687624, 48.96062080750254], [1.637336080408749, 48.96777006377964], [1.663684817547956, 48.96978076436394], [1.666173535374041, 48.970595769798116], [1.665878149865517, 48.9702163279645]]]}";78245;5.0;2.0;3.0;5.0;9;9.2;9.39;10.29;5.208333
48.956670899, 1.59639185679;"{""type"": ""Polygon"", ""coordinates"": [[[1.605625318908866, 48.94882999982786], [1.601710120108497, 48.95227624728836], [1.595250630007578, 48.951407160902065], [1.589145379047619, 48.945171104377614], [1.587955582560975, 48.94620652295526], [1.579162231005015, 48.95160743859964], [1.579444217921566, 48.95728400241095], [1.60208832781928, 48.968223531592926], [1.615248331074607, 48.95655329277844], [1.605625318908866, 48.94882999982786]]]}";78385;1.0;3.0;4.0;8.0;4;3.99;3.98;4.85;4.716982
48.9576312605, 2.3449986634;"{""type"": ""Polygon"", ""coordinates"": [[[2.353404550494797, 48.96554628157744], [2.351788358440503, 48.95038469981298], [2.346175843338391, 48.94641050341823], [2.333437092266982, 48.95529571218024], [2.343816947122968, 48.96846093925972], [2.353404550494797, 48.96554628157744]]]}";93079;185.0;545.0;759.0;1164.0;1108;1218.21;1230.86;1331.72;21.957708
48.9524477489, 2.15187423085;"{""type"": ""Polygon"", ""coordinates"": [[[2.173094351744837, 48.964135564044874], [2.177943592443796, 48.963908591840585], [2.178326170078908, 48.959583599664974], [2.173184167690522, 48.95347026225412], [2.142341323223719, 48.93516659834713], [2.128397884390342, 48.94332546247703], [2.134593138573896, 48.95741030806378], [2.1408190008005, 48.957726903651555], [2.146552458257181, 48.965389446742634], [2.173094351744837, 48.964135564044874]]]}";78358;369.0;717.0;577.0;784.0;638;663.11;675.85;722.4;6.678536
48.950791859, 2.4237518497;"{""type"": ""Polygon"", ""coordinates"": [[[2.447582955117285, 48.955781661975756], [2.435121724280266, 48.94510959315797], [2.43063259686047, 48.946462277057606], [2.418033982235047, 48.939943136375426], [2.404111803608713, 48.95147191882833], [2.407340622179388, 48.95599334867802], [2.418826232381027, 48.95783133627939], [2.447582955117285, 48.955781661975756]]]}";93030;224.0;462.0;515.0;712.0;897;873.57;878.3;883.0;16.67926
48.9236754298, 2.02751912049;"{""type"": ""Polygon"", ""coordinates"": [[[2.070440810555506, 48.9466043689643], [2.062133674460274, 48.940307715058914], [2.063833287106011, 48.93409774604415], [2.055461721499204, 48.92523748869571], [2.042595421752356, 48.92243528500648], [2.039762653112704, 48.91692433764263], [2.030784694548466, 48.91686466622583], [2.02709983046566, 48.912610112184716], [2.021961964019668, 48.91384607134926], [2.014395281682699, 48.90455333427826], [1.997239633972226, 48.89778594713928], [1.998742465951852, 48.89141447071752], [1.998469774280018, 48.89140467072685], [1.991428956415831, 48.891932155667554], [1.982218563911179, 48.90023131929409], [1.979573876933107, 48.90381123252759], [2.009022876798328, 48.92073417090081], [2.016951458243879, 48.92280701399162], [2.016782650468203, 48.92782455106886], [2.00817897561293, 48.93484153510501], [2.022609781978129, 48.930061956765925], [2.037252147129067, 48.93499338656234], [2.049165004381609, 48.9567866456016], [2.070440810555506, 48.9466043689643]]]}";78498;565.0;1617.0;1394.0;1830.0;2221;2185.57;2134.43;1977.44;10.137308
48.9394043775, 2.46152216239;"{""type"": ""Polygon"", ""coordinates"": [[[2.455857973758524, 48.955701419823086], [2.459420726674475, 48.955167086942254], [2.472575007345127, 48.951717000148946], [2.471429665656911, 48.94727590705035], [2.479594761795653, 48.9427066630808], [2.47617355906533, 48.93977023066812], [2.484284627693652, 48.935956110788666], [2.479351982416576, 48.91993717504586], [2.474408130836915, 48.91844142861768], [2.461997235277628, 48.920919710280565], [2.463919499377902, 48.93089060979959], [2.455391633286996, 48.93767134066698], [2.442532065625693, 48.93728825337894], [2.431191371707889, 48.93874600171599], [2.435121724280266, 48.94510959315797], [2.447582955117285, 48.955781661975756], [2.455857973758524, 48.955701419823086]]]}";93007;1085.0;2363.0;2681.0;3730.0;3845;3963.58;3906.06;4226.94;17.392781
48.9366958804, 1.82487914166;"{""type"": ""Polygon"", ""coordinates"": [[[1.830035962966166, 48.95072850588192], [1.837170634250106, 48.937819053939684], [1.829093969782168, 48.9266951505312], [1.816991946677955, 48.922450025227015], [1.811951620519023, 48.92677059022352], [1.823855931588715, 48.95152829719236], [1.827774332935194, 48.95423470337395], [1.830035962966166, 48.95072850588192]]]}";78230;3.0;9.0;24.0;19.0;19;18.97;19.0;19.12;5.688621
